136287143s |       127.0.0.1 | POST     "/v1/chat/completions"
[GIN] 2025/05/05 - 19:11:46 | 200 |    7.738821ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:38:10 | 200 |    7.687221ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:38:46 | 200 |    11.40925ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:39:22 | 200 |   10.813489ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:39:58 | 200 |    8.149294ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:40:34 | 200 |    8.383531ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:41:10 | 200 |    9.007861ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:41:46 | 200 |    8.096134ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:42:22 | 200 |    8.919253ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:42:58 | 200 |    7.632561ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:43:34 | 200 |    8.692429ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:44:10 | 200 |   12.417075ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:44:46 | 200 |   22.351821ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:45:22 | 200 |    7.724575ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:45:58 | 200 |    20.81743ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:46:34 | 200 |    8.303593ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:47:10 | 200 |    7.530518ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:47:46 | 200 |    8.134528ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:48:22 | 200 |    7.886337ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:48:58 | 200 |    8.244192ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:49:34 | 200 |  119.341282ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:50:10 | 200 |    9.245452ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:50:46 | 200 |    8.174065ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:51:22 | 200 |    8.488541ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:51:58 | 200 |    9.031132ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:52:34 | 200 |   10.708721ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:53:10 | 200 |   16.268483ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:53:46 | 200 |    7.852954ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:54:22 | 200 |    7.994802ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:54:58 | 200 |    8.115581ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:55:34 | 200 |    7.823747ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:56:10 | 200 |    8.271555ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:56:46 | 200 |    7.570699ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:57:22 | 200 |    8.681011ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:57:58 | 200 |    8.248502ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:58:34 | 200 |    9.438284ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:59:10 | 200 |    7.606658ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 19:59:46 | 200 |    8.143035ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:00:22 | 200 |    7.494672ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:00:58 | 200 |   12.401905ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:01:34 | 200 |     8.03553ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:02:10 | 200 |    8.396456ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:02:46 | 200 |    8.560733ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:03:22 | 200 |   10.056095ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:03:58 | 200 |    7.854393ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:04:34 | 200 |    7.520734ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:05:10 | 200 |    7.874831ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:05:46 | 200 |    8.458888ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:06:22 | 200 |     7.93372ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:06:58 | 200 |    7.629426ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:07:34 | 200 |    8.155203ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:08:10 | 200 |    8.992467ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:08:46 | 200 |    8.275354ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:09:22 | 200 |    7.405366ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:09:58 | 200 |    8.005795ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:10:34 | 200 |    7.876767ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:11:10 | 200 |    7.770944ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:11:46 | 200 |    8.170809ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:12:22 | 200 |     7.60931ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:12:58 | 200 |    8.117969ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:13:34 | 200 |    7.727406ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:14:10 | 200 |    8.364037ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:14:46 | 200 |   10.680447ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:15:22 | 200 |    8.118546ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:15:58 | 200 |    9.140059ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:16:34 | 200 |    8.762545ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:17:10 | 200 |    7.564998ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:17:46 | 200 |    7.674162ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:18:22 | 200 |    7.836167ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:18:58 | 200 |    7.681057ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:19:34 | 200 |    10.56702ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:20:10 | 200 |    8.325081ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:20:46 | 200 |    7.765397ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:21:22 | 200 |    7.856735ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:21:58 | 200 |    7.769643ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:22:34 | 200 |    8.940508ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:23:10 | 200 |    7.537632ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:23:47 | 200 |    8.447524ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:24:23 | 200 |    7.671478ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:24:59 | 200 |     7.94262ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:25:35 | 200 |    7.730216ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:26:11 | 200 |    8.022294ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:26:47 | 200 |    7.680955ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:27:23 | 200 |    9.046768ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:27:59 | 200 |    9.874558ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:28:35 | 200 |   11.993613ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:29:11 | 200 |    8.141805ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:29:47 | 200 |   11.468801ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:30:23 | 200 |    8.033483ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:30:59 | 200 |    8.138726ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:31:35 | 200 |    8.183831ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:32:11 | 200 |    9.020184ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:32:47 | 200 |    7.584787ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:33:23 | 200 |    8.279429ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:33:59 | 200 |    8.194421ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:34:35 | 200 |    7.712104ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:35:11 | 200 |    7.645789ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:35:47 | 200 |    7.814261ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:36:23 | 200 |    7.893424ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:36:59 | 200 |    7.986716ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:37:35 | 200 |    7.700355ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:38:11 | 200 |    7.782851ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:38:47 | 200 |    8.372168ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:39:23 | 200 |    8.485595ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:39:59 | 200 |    7.571989ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:40:35 | 200 |    7.797449ms |       127.0.0.1 | GET      "/api/tags"
[GIN] 2025/05/05 - 20:41:11 | 200 |    8.798354ms |       127.0.0.1 | GET      "/api/tags"
time=2025-05-05T20:41:18.294+01:00 level=WARN source=ggml.go:152 msg="key not found" key=general.alignment default=32
time=2025-05-05T20:41:18.359+01:00 level=WARN source=ggml.go:152 msg="key not found" key=general.alignment default=32
time=2025-05-05T20:41:18.388+01:00 level=WARN source=ggml.go:152 msg="key not found" key=general.alignment default=32
time=2025-05-05T20:41:18.390+01:00 level=INFO source=server.go:105 msg="system memory" total="16.0 GiB" free="5.6 GiB" free_swap="0 B"
time=2025-05-05T20:41:18.390+01:00 level=WARN source=ggml.go:152 msg="key not found" key=qwen3.vision.block_count default=0
time=2025-05-05T20:41:18.391+01:00 level=INFO source=server.go:138 msg=offload library=cpu layers.requested=-1 layers.model=37 layers.offload=0 layers.split="" memory.available="[5.7 GiB]" memory.gpu_overhead="0 B" memory.required.full="4.4 GiB" memory.required.partial="0 B" memory.required.kv="1.1 GiB" memory.required.allocations="[4.4 GiB]" memory.weights.total="2.4 GiB" memory.weights.repeating="2.1 GiB" memory.weights.nonrepeating="304.3 MiB" memory.graph.full="768.0 MiB" memory.graph.partial="768.0 MiB"
time=2025-05-05T20:41:18.391+01:00 level=WARN source=server.go:173 msg="flash attention enabled but not supported by gpu"
llama_model_loader: loaded meta data with 27 key-value pairs and 398 tensors from /Users/neidu/.ollama/models/blobs/sha256-163553aea1b1de62de7c5eb2ef5afb756b4b3133308d9ae7e42e951d8d696ef5 (version GGUF V3 (latest))
llama_model_loader: Dumping metadata keys/values. Note: KV overrides do not apply in this output.
llama_model_loader: - kv   0:                       general.architecture str              = qwen3
llama_model_loader: - kv   1:                               general.type str              = model
llama_model_loader: - kv   2:                               general.name str              = Qwen3 4B
llama_model_loader: - kv   3:                           general.basename str              = Qwen3
llama_model_loader: - kv   4:                         general.size_label str              = 4B
llama_model_loader: - kv   5:                          qwen3.block_count u32              = 36
llama_model_loader: - kv   6:                       qwen3.context_length u32              = 40960
llama_model_loader: - kv   7:                     qwen3.embedding_length u32              = 2560
llama_model_loader: - kv   8:                  qwen3.feed_forward_length u32              = 9728
llama_model_loader: - kv   9:                 qwen3.attention.head_count u32              = 32
llama_model_loader: - kv  10:              qwen3.attention.head_count_kv u32              = 8
llama_model_loader: - kv  11:                       qwen3.rope.freq_base f32              = 1000000.000000
llama_model_loader: - kv  12:     qwen3.attention.layer_norm_rms_epsilon f32              = 0.000001
llama_model_loader: - kv  13:                 qwen3.attention.key_length u32              = 128
llama_model_loader: - kv  14:               qwen3.attention.value_length u32              = 128
llama_model_loader: - kv  15:                       tokenizer.ggml.model str              = gpt2
llama_model_loader: - kv  16:                         tokenizer.ggml.pre str              = qwen2
llama_model_loader: - kv  17:                      tokenizer.ggml.tokens arr[str,151936]  = ["!", "\"", "#", "$", "%", "&", "'", ...
llama_model_loader: - kv  18:                  tokenizer.ggml.token_type arr[i32,151936]  = [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ...
llama_model_loader: - kv  19:                      tokenizer.ggml.merges arr[str,151387]  = ["Ġ Ġ", "ĠĠ ĠĠ", "i n", "Ġ t",...
llama_model_loader: - kv  20:                tokenizer.ggml.eos_token_id u32              = 151645
llama_model_loader: - kv  21:            tokenizer.ggml.padding_token_id u32              = 151643
llama_model_loader: - kv  22:                tokenizer.ggml.bos_token_id u32              = 151643
llama_model_loader: - kv  23:               tokenizer.ggml.add_bos_token bool             = false
llama_model_loader: - kv  24:                    tokenizer.chat_template str              = {%- if tools %}\n    {{- '<|im_start|>...
llama_model_loader: - kv  25:               general.quantization_version u32              = 2
llama_model_loader: - kv  26:                          general.file_type u32              = 15
llama_model_loader: - type  f32:  145 tensors
llama_model_loader: - type  f16:   36 tensors
llama_model_loader: - type q4_K:  198 tensors
llama_model_loader: - type q6_K:   19 tensors
print_info: file format = GGUF V3 (latest)
print_info: file type   = Q4_K - Medium
print_info: file size   = 2.44 GiB (5.20 BPW) 
load: special tokens cache size = 26
load: token to piece cache size = 0.9311 MB
print_info: arch             = qwen3
print_info: vocab_only       = 1
print_info: model type       = ?B
print_info: model params     = 4.02 B
print_info: general.name     = Qwen3 4B
print_info: vocab type       = BPE
print_info: n_vocab          = 151936
print_info: n_merges         = 151387
print_info: BOS token        = 151643 '<|endoftext|>'
print_info: EOS token        = 151645 '<|im_end|>'
print_info: EOT token        = 151645 '<|im_end|>'
print_info: PAD token        = 151643 '<|endoftext|>'
print_info: LF token         = 198 'Ċ'
print_info: FIM PRE token    = 151659 '<|fim_prefix|>'
print_info: FIM SUF token    = 151661 '<|fim_suffix|>'
print_info: FIM MID token    = 151660 '<|fim_middle|>'
print_info: FIM PAD token    = 151662 '<|fim_pad|>'
print_info: FIM REP token    = 151663 '<|repo_name|>'
print_info: FIM SEP token    = 151664 '<|file_sep|>'
print_info: EOG token        = 151643 '<|endoftext|>'
print_info: EOG token        = 151645 '<|im_end|>'
print_info: EOG token        = 151662 '<|fim_pad|>'
print_info: EOG token        = 151663 '<|repo_name|>'
print_info: EOG token        = 151664 '<|file_sep|>'
print_info: max token length = 256
llama_model_load: vocab only - skipping tensors
time=2025-05-05T20:41:18.827+01:00 level=INFO source=server.go:405 msg="starting llama server" cmd="/Applications/Ollama.app/Contents/Resources/ollama runner --model /Users/neidu/.ollama/models/blobs/sha256-163553aea1b1de62de7c5eb2ef5afb756b4b3133308d9ae7e42e951d8d696ef5 --ctx-size 8192 --batch-size 512 --threads 6 --no-mmap --parallel 4 --port 59834"
time=2025-05-05T20:41:18.834+01:00 level=INFO source=sched.go:451 msg="loaded runners" count=1
time=2025-05-05T20:41:18.834+01:00 level=INFO source=server.go:580 msg="waiting for llama runner to start responding"
time=2025-05-05T20:41:18.834+01:00 level=INFO source=server.go:614 msg="waiting for server to become available" status="llm server error"
time=2025-05-05T20:41:18.882+01:00 level=INFO source=runner.go:853 msg="starting go runner"
load_backend: loaded CPU backend from /Applications/Ollama.app/Contents/Resources/libggml-cpu-haswell.so
time=2025-05-05T20:41:18.923+01:00 level=INFO source=ggml.go:109 msg=system CPU.0.SSE3=1 CPU.0.SSSE3=1 CPU.0.AVX=1 CPU.0.AVX2=1 CPU.0.F16C=1 CPU.0.FMA=1 CPU.0.BMI2=1 CPU.0.LLAMAFILE=1 CPU.1.SSE3=1 CPU.1.SSSE3=1 CPU.1.LLAMAFILE=1 compiler=cgo(clang)
time=2025-05-05T20:41:18.923+01:00 level=INFO source=runner.go:913 msg="Server listening on 127.0.0.1:59834"
llama_model_loader: loaded meta data with 27 key-value pairs and 398 tensors from /Users/neidu/.ollama/models/blobs/sha256-163553aea1b1de62de7c5eb2ef5afb756b4b3133308d9ae7e42e951d8d696ef5 (version GGUF V3 (latest))
llama_model_loader: Dumping metadata keys/values. Note: KV overrides do not apply in this output.
llama_model_loader: - kv   0:                       general.architecture str              = qwen3
llama_model_loader: - kv   1:                               general.type str              = model
llama_model_loader: - kv   2:                               general.name str              = Qwen3 4B
llama_model_loader: - kv   3:                           general.basename str              = Qwen3
llama_model_loader: - kv   4:                         general.size_label str              = 4B
llama_model_loader: - kv   5:                          qwen3.block_count u32              = 36
llama_model_loader: - kv   6:                       qwen3.context_length u32              = 40960
llama_model_loader: - kv   7:                     qwen3.embedding_length u32              = 2560
llama_model_loader: - kv   8:                  qwen3.feed_forward_length u32              = 9728
llama_model_loader: - kv   9:                 qwen3.attention.head_count u32              = 32
llama_model_loader: - kv  10:              qwen3.attention.head_count_kv u32              = 8
llama_model_loader: - kv  11:                       qwen3.rope.freq_base f32              = 1000000.000000
llama_model_loader: - kv  12:     qwen3.attention.layer_norm_rms_epsilon f32              = 0.000001
llama_model_loader: - kv  13:                 qwen3.attention.key_length u32              = 128
llama_model_loader: - kv  14:               qwen3.attention.value_length u32              = 128
llama_model_loader: - kv  15:                       tokenizer.ggml.model str              = gpt2
llama_model_loader: - kv  16:                         tokenizer.ggml.pre str              = qwen2
llama_model_loader: - kv  17:                      tokenizer.ggml.tokens arr[str,151936]  = ["!", "\"", "#", "$", "%", "&", "'", ...
llama_model_loader: - kv  18:                  tokenizer.ggml.token_type arr[i32,151936]  = [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, ...
llama_model_loader: - kv  19:                      tokenizer.ggml.merges arr[str,151387]  = ["Ġ Ġ", "ĠĠ ĠĠ", "i n", "Ġ t",...
llama_model_loader: - kv  20:                tokenizer.ggml.eos_token_id u32              = 151645
llama_model_loader: - kv  21:            tokenizer.ggml.padding_token_id u32              = 151643
llama_model_loader: - kv  22:                tokenizer.ggml.bos_token_id u32              = 151643
llama_model_loader: - kv  23:               tokenizer.ggml.add_bos_token bool             = false
llama_model_loader: - kv  24:                    tokenizer.chat_template str              = {%- if tools %}\n    {{- '<|im_start|>...
llama_model_loader: - kv  25:               general.quantization_version u32              = 2
llama_model_loader: - kv  26:                          general.file_type u32              = 15
llama_model_loader: - type  f32:  145 tensors
llama_model_loader: - type  f16:   36 tensors
llama_model_loader: - type q4_K:  198 tensors
llama_model_loader: - type q6_K:   19 tensors
print_info: file format = GGUF V3 (latest)
print_info: file type   = Q4_K - Medium
print_info: file size   = 2.44 GiB (5.20 BPW) 
time=2025-05-05T20:41:19.085+01:00 level=INFO source=server.go:614 msg="waiting for server to become available" status="llm server loading model"
load: special tokens cache size = 26
load: token to piece cache size = 0.9311 MB
print_info: arch             = qwen3
print_info: vocab_only       = 0
print_info: n_ctx_train      = 40960
print_info: n_embd           = 2560
print_info: n_layer          = 36
print_info: n_head           = 32
print_info: n_head_kv        = 8
print_info: n_rot            = 128
print_info: n_swa            = 0
print_info: n_swa_pattern    = 1
print_info: n_embd_head_k    = 128
print_info: n_embd_head_v    = 128
print_info: n_gqa            = 4
print_info: n_embd_k_gqa     = 1024
print_info: n_embd_v_gqa     = 1024
print_info: f_norm_eps       = 0.0e+00
print_info: f_norm_rms_eps   = 1.0e-06
print_info: f_clamp_kqv      = 0.0e+00
print_info: f_max_alibi_bias = 0.0e+00
print_info: f_logit_scale    = 0.0e+00
print_info: f_attn_scale     = 0.0e+00
print_info: n_ff             = 9728
print_info: n_expert         = 0
print_info: n_expert_used    = 0
print_info: causal attn      = 1
print_info: pooling type     = 0
print_info: rope type        = 2
print_info: rope scaling     = linear
print_info: freq_base_train  = 1000000.0
print_info: freq_scale_train = 1
print_info: n_ctx_orig_yarn  = 40960
print_info: rope_finetuned   = unknown
print_info: ssm_d_conv       = 0
print_info: ssm_d_inner      = 0
print_info: ssm_d_state      = 0
print_info: ssm_dt_rank      = 0
print_info: ssm_dt_b_c_rms   = 0
print_info: model type       = ?B
print_info: model params     = 4.02 B
print_info: general.name     = Qwen3 4B
print_info: vocab type       = BPE
print_info: n_vocab          = 151936
print_info: n_merges         = 151387
print_info: BOS token        = 151643 '<|endoftext|>'
print_info: EOS token        = 151645 '<|im_end|>'
print_info: EOT token        = 151645 '<|im_end|>'
print_info: PAD token        = 151643 '<|endoftext|>'
print_info: LF token         = 198 'Ċ'
print_info: FIM PRE token    = 151659 '<|fim_prefix|>'
print_info: FIM SUF token    = 151661 '<|fim_suffix|>'
